aluno,nota1,nota2,nota3
Vwpiymkpmumwmusuxazgrscegmbgrdcybpmjxng,4.4,9.9,0.4
Mbsatuljxrucxvyoijeccwbvzgvhttghjx,1.7,5.8,5.9
Qobhwrulrfrcgoep,9.6,5.1,9.6
Bzrbquzbrsmxjsrnmlcgd,2.7,1.8,0.5
Lclbdtyfxdpqgpmabdkpfhtzbtfzgxfhwxazksdtbacmjnxx,8.1,7.0,4.8
Qnpdhzzlpohzejrxaagpkwdjjyzhljysrtvbfnbsvwnswt,5.2,9.7,8.2
Xlnsyeucvwcrplydvg,3.4,3.2,5.6
Hsvgrswgnkrnhkvigslcarrxvrhcv,3.8,9.2,8.1
Yagjdbhsphexkkupnsowbjmz,1.4,0.5,9.2
Jizfnipbykyhoxmphfzcvciuufjcybvxuavapbevm,9.5,5.8,2.1
Lnyromxkdzcuhqdrvbxlvwvchhzywilsriz,8.7,1.8,7.8
Dxxnwxfkeppzpmrdljihxejmddzozvollz,3.2,8.4,4.1
Aznnqmdiskvel,9.9,7.8,5.4
Aaiqffgcnpe,2.0,0.7,1.9
Boeuyiywoaqnnjhpplhnexk,3.1,3.9,1.9
Wvfqryrwasjqddevo,4.1,6.9,8.8
Gbxbz,8.6,4.6,4.2
Hkvjgadiunhhbqcgvyyqwzqwfxsgyzjtszxztnjbbus,6.9,7.5,2.9
Dpuigobkkhqkfbjfantavlqvdqtdkzcrobmenfgnlrdbwbtnua,5.9,8.1,2.5
Mmamtdeutjkqemlxfsausownsbuucihlzjoxljnabsoxtiwbci,6.0,5.3,6.6
Zqapbjfffblqewadcnchoyppemfukixddn,9.8,5.3,5.2
Pgpdcorbcgg,4.6,6.7,9.8
Ommaerjnypbuxaodzujswjarkjotqscxopng,8.9,1.5,5.1
Tdcarxwdgooffygeasbau,9.4,1.2,3.2
Yegeuifn,8.3,5.3,6.0
Zajdfnpnvujsmrsczyhjjzbdkgalumyswqded,4.2,3.8,1.0
Ahjyrwvecjizxqtxfpjwk,0.6,3.6,9.2
Fqudsiqekqxqhvllasqvimnlnmtyksxfihopxvnetn,3.1,10.0,9.7
Hzgtjckgubyhhxhfyqzhdnbzlayuurivt,6.2,4.6,0.3
Pdiyckthtbjevqsqwtxtoebejxzsvsesxvrvsqmlcalmdynzc,9.2,7.5,9.4
Eablugiyvhgbtuztrsenwunfliidufwbvkfxthmxacmfbreke,5.5,5.7,9.4
Ullbislglgcdpubceyxcwqrjqqsihkgnjhrpyvxwpuyu,1.4,9.9,8.9
Jyffmnicpnntqld,4.7,1.2,6.3
Jktuzeeearbkp,8.3,0.9,9.6
Ewieivqyroeagczzlqrzzgefyozdjpooedfm,1.7,8.9,5.2
Xicueqqcsugijkxnjidulombf,8.4,7.4,0.2
Wmifafkusnsgtikrnephintybvxijfjyoruwejwsjx,5.3,1.1,0.0
Gnwroxzumwcopyetoakvbqnxmsmejczkwxvkebyxuph,7.0,2.5,3.5
Lgxacwiftwgqgjtrgdgv,5.3,8.6,6.5
Svbujtxwpnzzibzcivlgycvectick,6.3,1.9,9.3
Qpxayevlcycvdrvvpjdmztxxxkzcgtraux,4.3,8.4,9.8
Lusiibcbfayeosadzwzzhqvydlzwddveeonagyuvis,9.1,5.2,6.1
Askucghtaageslerjjeajjdrm,1.6,5.9,1.5
Mfhttdljtssqlmdarbkcrvrsvtjujudew,1.2,1.9,0.8
Nhgfgdpsxdarqhgnevbmde,4.7,3.5,9.8
Xexmnvwphmqkxefoqdxc,5.5,5.8,4.5
Fvdqkonyihtuxcqqbihsebjkenewemtabvidqjjfiicpczqcf,8.1,4.9,2.5
Kahgfljfbczazvvkoymrbmimsvakoynorklrmlvs,7.1,6.0,0.1
Atohhmftnqdaokomshaalsmeazczcmfcdw,7.7,5.4,1.1
Fqtymvqgjjtpaoinioy,4.1,5.0,6.3
Kazpaz,4.0,9.9,1.7
Pzjgpitzjrairseeercpohfbwpusto,7.7,9.3,2.2
Juolnnhjkyevdn,2.4,3.6,3.7
Hwunprrwsaiqcexfbowrbmolatgtzkxjtvlpxwwumtpxviaa,5.3,7.6,7.6
Ildjypxaehogkgxwlrqeddmfyt,9.8,5.2,5.1
Lgmsachkgwmjqfvan,1.6,7.8,0.0
Rvbmtaacgimgrsxanxfdvstbahetbjya,4.0,9.6,4.0
Akcia,9.2,3.5,9.4
Yauwmkmewwgwxfeueqceytn,1.1,9.5,0.1
Qtgttacnmkldojxicrtquldexctohkovfk,2.7,4.7,9.1
Iduuupppwwprwjyfofskgkzoszqmdqpmrkfeyzywzhgloeiu,8.5,1.5,0.2
Hchdlfjqjfaaaarihzubwqfwslsztcuppkrs,8.8,3.2,3.6
Zkusqhnxtnixjduzhmomeaokhtmaqrvfxt,8.4,3.1,6.2
Ldrhrnnlzdn,2.3,7.2,9.8
Rkddewratimiwzfqcxzy,1.3,3.6,6.7
Belugjccxnyqqsqgrpynbtythcfdqdff,0.6,6.5,7.7
Dwmysueeqmsdpzxqnjzvqqnabfxvae,9.7,5.9,3.7
Jcduzjbjcasavpcjwshdkkkouszfywqihfifuhimxfrr,1.0,4.0,1.4
Ubefqqmvpoveimritdyazhmrnjftarhxvxpeyeso,2.2,6.3,5.6
Lzlcbbchafpwnqgwoifcxawkilmjrbboypysox,9.2,5.6,3.2
Fsfsaltbgnzzklwomgxxagqqzaaeedjzpdpbgupmavf,7.7,1.7,8.3
Gxkcvomtd,7.2,3.4,3.0
Uankdglyxyylpwcubuwjgspn,3.0,0.9,4.1
Amrvqsaurirj,8.7,3.4,2.4
Iknsnrptzowsslrigzgmydtiw,5.1,5.1,5.9
Cexxkhekeplwtzlrplmmztlswmwnjwhcjgggnorvtckkblch,2.5,0.1,6.6
Qgnvvshbbbqhnukkavkpjvqeiputkp,6.1,4.5,6.3
Gpwfvujatdnfitgaoteiiljrgn,0.9,2.0,0.9
Kblnjotb,2.4,2.2,9.0
Rtjsejszlajazecijfwszgdzdll,3.3,9.9,3.6
Hbhtvqvsgizmtxyvfqlhoattvzxfkxrd,1.7,7.7,0.9
Jijkydsrrftekdkstadcnuiqpjpiifztgwqvlmcuf,9.6,8.0,7.8
Edseeizabfazeozajkomoiwzezkhjdwpf,9.9,4.6,3.7
Ogaj,7.9,6.3,7.6
Sorncjoninxcvdbvovkflibkc,3.0,5.9,2.0
Iipitybeeyaydtiofypjnf,2.3,2.1,3.4
Qbemditkmbksunjxeavrsfvdwjcqzelugsistob,6.1,5.9,8.3
Fztufhpv,3.7,1.0,4.1
Udfymkwjojaaxcezamywsffnodqwzxpefsnwwlymxkjqrpx,0.4,2.1,9.8
Rbueynsygxzlyx,6.2,5.2,4.0
Kzqgwmxesblbpvwitbjpfgixhwhfftoeh,8.8,5.1,8.8
Zjenjyqignkmyaxhsezbba,0.3,6.8,9.2
Pfhcllzykhmknberdhspcruclsgtaxuknufmslewdpuqeojmjon,5.9,9.4,9.5
Kniqeyysraovynlqhhwzkmrqbamksdzjsgjuugheajjjdaeq,9.6,6.8,2.0
Orowofbu,5.9,1.0,5.8
Unplkoajxwkslbiwsoderc,9.6,8.8,4.6
Gmlxcqwskyzzipzlqztvjwlketjuirxpqs,6.8,3.5,4.9
Pzzqcuwdeebgqzzyulxdov,9.7,1.4,5.4
Xjalkqxwqumxgyzqlpxcubcbuytszpyqulwsj,3.9,0.4,1.0
Virdcwcjktpeofwalmfrnrmwminuirnruhtxhukwtajhmgta,2.0,2.2,4.5
Sruxsfyvhmwfr,0.7,5.3,1.2
Txypltgycktqnhp,9.0,0.4,6.5
Pjkqygwbrcdhofdjiiwf,5.7,0.5,2.6
Ypjgjrjedncyaiscbhucrkh,4.8,7.0,6.5
Bapnakwxowmofcqwpkxwbbypmltrubihfrosst,0.3,3.3,8.2
Tzyflmocdwgmrh,2.3,5.0,1.1
Grcokiuykqjdijgsaaxnbzccdlhkkxdhzovtmpqizrqwo,2.4,6.7,9.9
Lvpijrcupsp,1.5,4.1,3.5
Wffddfoauukpkkytrbsvecszkzspcwejwhlkybczv,3.6,4.8,2.1
Lcqwosenynaajsevlupnvchelf,9.0,6.7,1.3
Zqoumbyjatimmhlfhztxgtutdbviwudqwscgcqfebpdtu,0.9,4.4,2.3
Zgeznghjsdtoxxhorwlpccblwykzkujxhdorlrrimnf,3.6,6.5,6.4
Vffflfnskpowmalkxkuvrcxfnctotnc,0.7,1.8,3.2
Ertzdpbdztn,1.8,6.1,1.1
Qdaavrrwrkbglmscxcgxsjspgjmxirlgpadtqen,2.3,7.8,6.1
Mjnqbjpewdsmgetqglouyvjszmvxchs,0.5,4.4,3.3
Xmxpuvzvelqloclsvzjferlf,9.8,0.6,0.4
Uslaaiz,9.0,8.3,8.8
Tzelqniokqfaqiqibudzozihkxlirsorbpck,6.7,3.2,9.5
Cksonxwsyrtzanb,6.7,3.4,4.6
Gktdycuweaupnipzyhghojh,1.7,1.9,1.3
Jrideaiffjxprnxxn,2.2,8.3,2.1
Uspjshlunkyrusf,1.2,1.6,3.4
Tlzeilhyjusrweazvfgvsovczesvscfhiowohbzibhjf,3.1,2.2,6.0
Xydkfp,5.2,9.2,7.5
Fownljtepvztxaxphnnxnqgbduspxjjqlnsspluxskqrhysuj,1.4,2.1,7.6
Cxohubzrlcfknzowtcpckaxarwjav,2.4,2.8,6.7
Iixswvighjxblspaylptyiudeydiqjazjbxm,1.8,4.5,9.5
Xgmhpmwptyiohepeucdyqymowhqzhzbf,8.0,9.2,2.9
Kmfsdtvoxxsdpodlgxsjcul,1.5,8.4,8.0
Aqgqlszuzioloztriwcolfqfnrxooaucoxlifiu,0.9,8.3,7.7
Xrztzherqsjdyothaijzeykbpcidydwizufooqb,0.2,6.5,3.1
Xvwkmkcxpkxcqjaihrmvuoewxkiaowrssnkqxdhblocplf,10.0,4.7,7.6
Znmltvzkydzhbjeciawhpafgjvrtxgxzjwmyjhlxxzmzand,6.7,9.1,4.8
Mblqhwglmwqdnklggogmxmok,6.3,7.8,9.9
Qxxnnixrkyjgpdhbmcfove,9.0,4.4,1.7
Jqmojowtmqgpxosyyrtkwejzzedpoorhtdftwuskhakfe,4.2,5.1,9.9
Wtfpsdrggkmvrtqfhzihjmbrg,2.5,3.3,0.9
Nsjxgzjhkfokalfdpcwecjgwys,0.2,5.5,7.4
Nelmcgkhxdbyfopsvdmmyewrukgczqeulusxdwa,8.3,1.4,3.8
Ozdxnvxkvfddujyyykhbdwmjjhdyxwfvygjdtievm,4.6,6.2,8.7
Cjewlzobay,2.6,9.8,7.1
Fkaysppxmlbpxlbkobve,2.3,1.8,6.4
Byziydzontpdvoskitqzscxzgiozisxeagirullnhuktzu,8.1,7.9,8.0
Oxoqrtavqmp,6.1,5.2,1.2
Sasczfyrjazmrqnbbeojlritatpw,0.5,0.7,6.8
Fmvwwlbmyuqii,3.5,0.3,2.6
Lxryypfgelzmehuheelziecxjeddtcrfwswozeuud,10.0,3.8,7.1
Euzkzdwp,0.7,6.8,9.4
Nniimhfdwlbasiidvjuzzqccxufxazjoigerftdtdz,6.6,8.3,3.7
Bgqnornnfqsqydjyyjbwdimkavavitobavmmh,9.1,4.6,6.7
Ktlgvpkpxlasqm,5.4,1.7,1.8
Turiuzuernieuiiuhfgdifbbb,4.6,6.2,3.4
Tjsmipooziipeqcxqzthmfxwcoueekororjbpun,0.3,0.4,3.5
Mjjqructbgtvopyjvbrxacbxtg,6.0,7.7,7.2
Ymon,8.2,1.7,8.9
Pudnbxigvbzomrzoxkylazhbtwqqdqxvbc,8.5,7.8,8.1
Fkaouydbqzptvncondfxvydqgxvjqfhbfjvaabfuw,3.7,4.0,7.2
Agqdcwmgichzmpqpctjazur,3.1,7.7,2.9
Dmykjic,8.5,4.0,2.4
Jihhfdrevgdpifedyrxmxpgqdkazg,5.8,9.7,4.7
Vwprkwjhancokoqbxjkmagwcyhdv,3.1,6.0,6.4
Qxygpqoefhfqeulc,9.8,6.3,0.2
Ekpgpcaxrjyydvyfppxvvprvqhfpvdmcittlenimxaepfjvb,9.0,9.9,0.2
Gpknzizdaajnsskweohdb,1.5,6.1,7.7
Hravokgglhibeawlizcsbxi,0.1,8.7,2.8
Vxhuuzqzoogx,3.7,3.4,5.6
Acjqwshrj,0.8,7.0,9.6
Bmdawfzzealodnqzjeouwuofcrgnzspqnd,2.4,4.7,1.8
Xopsy,9.2,0.9,7.4
Mhnfwcjshckovxyrfvixehhxnqnychrcdcaviamnt,5.8,3.8,1.9
Xhlzkbv,8.5,7.2,6.1
Mopvgggziqvmyilphhzbenvwguevarbwzldlhwgvef,8.4,8.2,5.4
Dfajwxgfmxmyzkhofwesuhygjctthfi,1.2,8.2,5.3
Fhfnelqzcnqhmdwykkmxpkqagwxzzifsqagkypkw,1.7,7.5,5.6
Ffpjrjfkotwqjlnseeeirwvhpdbqptg,3.6,7.1,4.1
Qtpcbpswylrfsqcqgwvcsohexwajrtfvnkfpbqqrdgcwm,1.3,4.8,5.6
Dspjnwhoefgffeyyhnxcpbaoznkckijpblnytuvhrw,8.0,8.1,2.7
Exdmngwndsxvigczolyvppdnoewbrp,9.7,7.5,4.3
Tlafjopumfbonirwgilwcqcus,0.0,5.6,5.1
Sdxkxwwpdfqxvgffscpvgsrqcft,9.7,7.6,1.7
Vofnapqheskq,3.3,6.8,7.4
Ykcvfmzpkxhkevepnktpccpmqpfsbvbupkbwnqio,1.2,3.6,0.9
Xpcsommmtujgzkbshsdqdlsvrot,9.2,3.9,9.3
Swxowz,2.3,4.5,5.5
Clvddcethmubxwasevh,6.7,5.1,2.1
Wnbvbjgtudqubjuler,0.8,7.4,6.8
Oncdiqnedwbpm,0.1,5.5,7.0
Cywrfozmryygaocyjxkwnmlnejdxfztthxaucdxvgjwxeq,0.7,4.1,8.8
Dmxvanpocuzrvslxgnhmhlsdfbibxmzayhjdevpjdidundv,8.6,2.8,8.2
Yyqsmrqixuwxsjvp,7.5,0.3,2.8
Ewgrlxrltocmawtzylgfoxqevwptmtpvisruefdydvk,7.0,7.6,2.2
Etjyvrupvobzjzgdbtbudwbywqqvftqruqufutfkaafy,0.4,7.1,4.7
Lrtclebyxq,6.0,9.6,0.7
Bbieuvfphygeqmwxruplgnwmiwsjrzooauas,8.8,5.7,7.1
Hohonumtcrsbjqqphpunzudyizlelox,5.9,5.9,5.9
Icawtocvmuvlvkpdbaxbblbcsrnennrodpydsn,3.4,4.4,1.8
Gsjoehmxqdaktnkdkpdbljsxshcarjriza,3.6,9.8,6.3
Gwwbsqtsboxriwnzwoulfgpfpxdzbnlwnjae,1.9,3.8,8.1
Kyxidx,1.0,4.1,8.4
Miiugajzoqqjwhbwzxzytsezcijdwciaofpfzhq,5.0,6.4,4.7
Affjmxcfilmqiun,0.8,1.1,7.5
Hmmnxwatelyedybwnortrzfyoxohrcjmrkrzidgdhjlrbj,6.1,7.7,5.5
Fusxnipyyqcoutpuygixshxckkcptskutvz,2.3,2.9,8.6
Iboxjx,6.4,6.7,1.4
Gbnixhybjnkbikdqkitbyqtmhmxmbdzuiwyktakofrqng,3.2,7.4,0.3
Ggwdwgpspvhynfluefwthkgl,5.0,3.5,9.0
Enoxayzocetkxw,6.4,2.6,8.1
Vfrtcxnygmfbsdhawuxkqrwytydvux,4.1,4.8,0.1
Japhnyieeywtkfwoxrl,3.8,5.0,4.6
Zxfdttxzmcxqlcxwo,3.5,4.7,0.0
Hwrzcguosxoykxilkhkev,9.9,9.8,6.9
Beksr,9.5,8.7,4.2
Tvexrxtcanuixtymnnhddgygfwklqzlvjfgyduskti,4.5,2.1,5.5
Ouwubxfutwsyrjwltoiizijogjjqjnif,1.4,2.9,8.3
Ngrsqbwqmtnpcftqoguqfqielmyvgajldeyahtrw,4.2,4.5,9.8
Rpofici,0.5,5.4,0.1
Qqbupcasyihlylvyfjrujcrfjsyskt,6.8,9.5,9.6
Rbsrmbowhjgxmxybepgrgyfiwbughgnichhxjbhajjdb,3.9,6.0,8.5
Ovcjmqgvnorxter,8.7,9.0,2.3
Rkxaeiiustiyqwtzntyfaywyvasolubxctob,5.0,7.7,2.1
Ytkfbhyzaekeuxnsxtstczxshiaoqgmkxgrbwz,7.6,0.1,4.2
Ujambxihxqvljyszhnqgbyvojhrgkuncyujpylmxvrbuiih,8.6,0.6,0.6
Nuvsycink,3.1,9.2,2.2
Nlpgyjknhiwrhitvozoffexusaugmhklsyqecalbrltn,1.4,6.8,9.3
Nlfpcycfozp,3.8,2.9,5.8
Ckvhqbautjunignn,2.0,2.9,2.7
Ulyhklgvhpqfxyhndfppqugsdrqrqclaxfkvq,8.2,2.5,8.5
Lucgoijuuiesccaheupubpg,4.7,4.4,0.3
Hzhyscbceboffdr,2.6,6.9,1.2
Njyvu,3.7,0.9,9.5
Rdsyruurrjmlxjjfzxftfvxmbggairszxpqqujekzayzfbmltet,7.0,7.2,9.9
Umaggunkgfzdclbpafi,2.7,4.8,9.0
Eikw,0.6,6.8,6.7
Fmtmomhccajfazigtkyfkjysvlvgtxtenfkokwtkh,9.5,2.7,1.9
Phmotsbcylrthrzykuqbvuff,3.3,9.8,4.5
Pywvyvqocnfgxgjsgdnbewoiiftkmitxheafepfzmloextjxxb,8.5,9.1,0.1
Opadmzcjgruofeyokkgjixtxsfzqnrfavjtmhtouxdxfki,1.7,3.3,2.1
Kooopdhxojlwaityndexzvxmvskrjwjganeytezshqexmefsqa,4.5,8.7,2.1
Ljkgyfmsyaby,5.8,5.9,2.0
Kgahqrkusetsdcepfrurpwpcddcocrpwwmukbhsqnkcynso,9.9,7.5,9.3
Fqqejfbmksmdatenffaihytfqz,1.2,6.5,3.8
Qlxwmc,4.1,6.6,9.3
Olqdbhdwct,5.2,9.8,8.1
Rxdtaulfgrcreozuxkytfllqubhbcjoqpjmvwjq,2.0,7.9,3.3
Sqjigzuaicidmisrpqpnwrtdzyfnesftcdzppiui,9.5,2.5,6.2
Detahlzxwvamwhrgynhexukiffeqf,10.0,2.3,3.9
Qvcoenenkq,9.3,2.8,1.2
Prgktmctxrrtaxcecfe,1.2,8.7,9.4
Axtuiwzwoyrrlzfxpiqfypukihrtqcmoeedpnervzewybe,0.7,9.5,8.3
Juncdimadcsemtjm,0.8,5.8,3.9
Sqhiijtlzizpcmuvbrtefdyzttbmgqindclzekdqefsd,7.2,7.2,9.5
Dotpumuogepfjrnadpplye,0.3,6.7,5.1
Tcoxdcreycjdduamgiibxldlttgfzuhxjtycz,2.6,4.0,7.7
Girrtswazc,1.4,1.9,9.6
Rvikdobeqxuymlcfsyhhvrowgxrfufgfvzqycccjrcsqlzmv,2.4,4.8,5.5
Infvozbqpoyclnzvozqcshahuusetfvmvnfe,3.7,3.7,7.5
Byhmrtkskughgczncihsztgiznblgyippymszg,1.0,2.3,8.4
Vusvllsyiqfibwkt,7.9,2.0,6.0
Bwnyhxrgudikhpfdnp,7.0,7.8,6.2
Ckgvwhlubaflzyssxghzzxxpphrmacsyamyhhzchodxjjeoknv,6.9,0.5,4.2
Iaqeskav,8.9,9.3,6.9
Pycq,8.1,3.0,8.0
Vaikglxzgbzqfmboyoosojkoawouymmsoxogmvoduaaziaxg,9.3,8.0,7.0
Uwwatgffyinzajdrutmreryereuvbecmmdkripvlct,3.9,8.6,3.0
Zhskykpuuuivvqlxonpdymjjte,2.3,0.5,1.9
Yceffctpkwtppjtyynzepsdrdsynaer,7.0,5.6,5.2
Jmlwcipfuurwqijqyeoattstfpwdeytdrzfyn,3.1,9.5,4.1
Mbzqlaxsuuxz,3.9,5.9,7.4
Jmkcwsbphnbmdmtr,2.1,7.6,7.9
Duphdioscr,2.6,3.8,6.1
Jotqyafpanywkz,3.5,6.4,5.8
Vskrdakjnt,7.3,1.4,2.7
Tnzsryjq,0.6,6.8,4.0
Wshlgxpxyseqypbqeownqykapgqnpimswmfr,7.5,7.8,8.2
Sqzgay,5.1,1.8,9.8
Qnksavoicdseqpxnxlosquvubcwzplnidplgsuyasjtodhtrxsj,4.2,6.4,0.1
Avwkyj,1.6,8.6,7.8
Omyzvmlpuupsaqtkphloecwjdkkuiakprmhtwjiwfh,1.1,8.8,5.5
Sgfinuuuhrytyjqsngxvgthuxoydzvts,2.7,2.2,0.9
Smzbh,3.4,4.4,9.8
Smrpfirizenswsedsixvwhroxvjzabcc,2.9,6.6,5.2
Tbsvgdm,1.7,6.9,2.4
Xyevjdhwzzmodvdkrgcw,7.0,3.7,3.3
Whjgfcguqqtx,1.5,5.6,0.0
Jmijphvkhwegqptgd,3.9,1.7,5.6
Iwigtarcixjzrvfdlkexlgvsb,7.1,9.2,5.9
Giuguigjjpsrpcosorpzl,3.0,8.4,0.3
Roptqxae,1.8,2.2,9.7
Akauqbgmbgldborkwqjwybdnifpjecawqmygajzxniubcgx,4.6,4.1,0.5
Csraglmsbghstjprlbasblhmldnwixxtpngtzdbhc,4.9,6.1,2.1
Jegdhcdffisqjofgtpqipccgsgdvwlo,1.6,4.7,8.8
Zqcedmbldh,6.6,6.2,4.7
Pkdvothorfuyajzguhxptjoovgxwrhaquzribmilopuqnw,5.2,8.9,4.6
Mhajmnihyaurrryswioap,1.7,6.0,5.3
Hujjvpdaacanfhyrxpldrigozcxmlkpzggokc,4.9,6.3,8.9
Incotscexuvdibaglsjuzsslodxbgxp,7.2,6.7,0.2
Ctfrzcbejjiadhbbhgsxsfcumbh,9.6,1.0,2.9
Kgxompcnuxpwdoywlvtumnfihnufhyzxdsaquqzlnf,7.9,9.7,4.1
Kreipvksjnjeusvroiqrlzkvrp,3.5,0.2,2.3
Gnfezbmadciozyep,4.8,2.9,7.8
Nmixnlssbyldvygng,2.0,0.8,7.6
Ogpoukdxmeywhavdm,3.8,7.8,9.0
Tzitmksmfwlacvscenbgxrzjkjaonokhy,1.3,2.5,6.6
Ypaoocyetnzb,9.2,3.0,7.4
Yvfgpcoyqfbemol,4.9,6.1,3.5
Gailrojbv,0.6,1.1,6.0
Xgvzthbikpxhzadrvyizayvzvwgaqiwr,8.8,2.3,6.5
Hvxknlqe,9.6,5.9,9.4
Acfxoihgcclcerodnkeyatxetehsummbjjhvgoozfue,0.3,8.6,4.4
Jxoaolzjrthllkbbsxgedrvmegore,0.1,8.4,4.2
Beulxllutbnuemsfszjqbmbfaugomlnzliv,6.8,6.8,2.6
Inulputumoefwmnvivqnvazvzlofgxvzxuqhbal,4.8,5.5,1.2
Szessowumvihijnaikkrdwhck,1.7,8.5,1.0
Bcdyeohtaksionvctqtljlhrxfi,3.2,5.8,8.2
Mkpmcx,0.1,3.6,1.6
Pivhgucvnwdqtoheoazwyllgndfqktfauvwdohcyzaxuom,6.7,9.6,6.5
Yfhthabr,8.4,8.2,1.8
Lpwhjzrnllnfaushxcihl,5.1,0.1,3.3
Uafumaflfsbckszice,6.8,0.8,5.5
Dsjyoxoe,9.4,1.0,5.1
Rkojngnpkapyuw,2.0,3.9,8.3
Llgo,2.6,6.7,9.8
Tiwzuaafutts,7.8,1.2,7.2
Ompfidoydcewkiqd,0.4,2.5,4.1
Eipokpwkidhmclxpflutkqtuddrp,5.0,6.2,9.0
Xdhbrtotnsaaczrzzhqzqz,8.0,3.2,2.8
Ryvyver,2.9,4.5,4.9
Bukbfzzwsxjofaqgpyaixjbsisuzqscqohomuzupkf,2.3,8.6,7.5
Fesgmqtxxaxsziuu,9.7,1.5,1.0
Bzpdargclmecletlmkaquyqztfirxcaqnsrwuc,0.9,0.1,1.7
Kamjbrzetajslfteswshbydhdgunpthfi,6.3,6.5,6.7
Ptpsumedimzejzebpvs,0.3,7.6,5.7
Opeirwiuwrlzvkijgvorgsdyzhuufppbxbkyvr,7.9,7.5,4.5
Hmkayvbulkkjxjkcfcdimvhmftqygwdvuvwychhwedrgbybfoo,4.0,7.9,2.5
Tmbnyq,1.9,4.4,4.4
Pygesauzbatiwqbtpmhhcghdqtqacdrzgucqoluf,8.5,7.9,5.7
Gqzjexkbkywozdbbiyqislugziqsgmueaqe,5.1,1.5,0.2
Vytbcpnzzuaeozcsujxjjvsjtxqiwk,3.2,4.5,5.3
Alomcummnhzflstoirvpjxrtlot,2.9,3.3,3.6
Cxxzxthlvtutqqmuerxaghurjnbu,6.6,2.4,5.1
Ehwnlwlucimqtkyain,7.5,5.3,3.0
Xmicqeyasiudvdcxzbzutyvjs,8.4,7.1,3.8
Ykzaoytrlymqsibduvkaxifj,3.2,1.7,1.5
Lidaiddqkenvbzvfmkhibiyfvinxdeowzzitpdjarpgwg,1.1,3.0,1.4
Oglafakwfqasqjfbtdytpualiqjglxflphvce,8.3,0.2,6.0
Wxpaxr,1.8,0.5,0.0
Gbkztpwtyoecmqcohwvvkntviyjhlrevxfnujtffvubcvdvrpmi,9.9,3.8,9.9
Esbszxtntm,7.9,4.4,7.1
Ffdnqoppheidpkhpzkwmpmnbrkjnnaoo,8.6,0.2,5.9
Ayrtexccnxdhcsbdiwwzkuyjgdzdbhlyvqzdcdzojjljf,9.3,4.1,3.1
Ckoqqxydbhfqjmgoeystp,7.7,1.1,1.6
Hmsjmuupqbrrfk,9.0,3.6,6.2
Sxjrhycqjpviwkkctcwnyvyoruomtsvmfusbyzhu,4.2,1.6,2.2
Qlbhbbntbbsebpimfc,7.6,4.1,8.9
Hdlfhedkdcxgzybenymkrwhziubyhnxyyrpuwyxsi,6.8,6.1,1.9
Hexbsrftgcjdohugjushkgvihflnkxuhmpwdblgbivubwgukwoc,9.9,9.2,5.7
Brfazwnycj,7.9,7.9,3.5
Jlyaqszvcawtxbzwexcztxvlc,2.9,4.1,9.8
Adlsjgmirkmrqfyrgqqy,7.3,5.7,2.6
Mynsfuer,5.3,0.8,3.9
Wkhjvyaer,8.3,1.7,7.9
Bupyka,7.1,2.7,0.1
Xnrudlxjxhhthrhalmhhkfcerzivhibqcpgipxneohayozhlw,3.4,6.4,5.9
Tsuskdaiihcyyrwpfxfpaxpzylfqgw,3.1,7.5,8.3
Kirz,1.0,7.5,7.8
Vqnfyjni,5.0,7.6,2.2
Mcuzhnktvkcvjnqfsxckbwtfaiuxektboexmjhgtruqxwwuzj,2.3,4.8,6.3
Nooawqaklmndulpp,7.7,1.3,6.6
Bzgyziypzhzmsljmyefamoemqt,0.4,5.8,1.5
Gnlvbgzbeqtadtcvkkmoibujjusqzwwapjtjrnkpnzz,1.8,1.5,5.4
Qvczpaneztueaoqgfafxdbepwfxutszuirbjr,8.4,0.9,8.3
Waycjaxmlpjirrkrxbredymlrredgebcwz,1.1,1.8,5.1
Jhhzxaxq,0.7,0.2,1.8
Xdzvifneqruhrk,3.7,7.3,3.1
Ilxh,10.0,5.0,6.3
Hnoupxomsbwyxwgwajhuxwhnswowaic,4.7,7.0,7.3
Dmwespnafubfdn,2.2,9.8,7.7
Btiwopnckmljuugaqsnwlswefpmmkmbezzitbdgvxlyfh,7.4,9.4,0.8
Tzgykaslobjjsebqtlkkpuxdxdtocmtgqixuxaojayvxept,2.6,3.4,5.7
Fhbabwqepvt,8.8,9.9,10.0
Exdythxivbqtovziexq,6.4,0.6,8.4
Jyunalcvswbw,5.1,9.0,5.0
Zmjruvcv,4.8,6.2,9.9
Zudgeyxodzu,5.5,3.9,1.1
Wmauuuj,9.5,7.4,2.8
Ufqygudq,0.6,8.3,3.8
Rgnwgjctuztbtgzdahdxjdnzrcftgddjxeozrwxbreq,5.4,3.4,5.9
Aidsgcujksngwuhtri,2.2,3.9,2.4
Byrteep,10.0,1.5,8.7
Bdkarynpmnfaoeksibplunky,2.5,0.0,8.6
Gfnhf,8.3,6.2,4.3
Corsizopoyxntpdjmefzqaosswot,5.4,5.1,9.5
Qxxvepudkvvemwxoqoviotekgyrdmwalauhzmdhddjzlz,6.1,2.0,4.4
Mnhekukyde,2.7,4.3,1.5
Wnkzkktgmwvlgn,0.8,4.9,2.1
Hmmzbjoqumbmblyjodcoatzvufgqabpv,2.2,4.2,1.1
